"y","x","effectSize","sampleSize","country","key","location","author","crop","intercrops","duration","climate","soil"
30.54,-96.43,0.058,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"1 year","Hot and Dry","Luvisols"
30.54,-96.43,0.08,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"2 year","Hot and Dry","Luvisols"
30.54,-96.43,0.222,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"3 year","Hot and Dry","Luvisols"
30.54,-96.43,-0.584,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"4 year","Hot and Dry","Luvisols"
30.54,-96.43,0.268,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,0.026,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,-0.074,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,-0.34,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,-0.042,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,0.089,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,0.138,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,-0.092,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,0.037,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,-0.202,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,-0.058,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,0.778,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,-0.342,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,0.033,"4","United States",8,"Reported","10.1038/nature13809","soybean",NA,"1 year","Hot and Dry","Luvisols"
30.54,-96.43,-0.179,"4","United States",8,"Reported","10.1038/nature13809","soybean",NA,"2 year","Hot and Dry","Luvisols"
30.54,-96.43,0,"4","United States",8,"Reported","10.1038/nature13809","soybean",NA,"3 year","Hot and Dry","Luvisols"
30.54,-96.43,-0.135,"4","United States",8,"Reported","10.1038/nature13809","soybean",NA,"4 year","Hot and Dry","Luvisols"
30.54,-96.43,-0.384,"4","United States",8,"Reported","10.1038/nature13809","soybean",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,-0.555,"4","United States",8,"Reported","10.1038/nature13809","soybean",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,-0.101,"4","United States",8,"Reported","10.1038/nature13809","soybean",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,-0.507,"4","United States",8,"Reported","10.1038/nature13809","soybean",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,-0.317,"4","United States",8,"Reported","10.1038/nature13809","soybean",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,-0.437,"4","United States",8,"Reported","10.1038/nature13809","soybean",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,-0.291,"4","United States",8,"Reported","10.1038/nature13809","soybean",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,-0.344,"4","United States",8,"Reported","10.1038/nature13809","soybean",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,-0.44,"4","United States",8,"Reported","10.1038/nature13809","soybean",NA,"more than 4 year","Hot and Dry","Luvisols"
30.54,-96.43,0.475,"4","United States",8,"Reported","10.1038/nature13809","soybean",NA,"more than 4 year","Hot and Dry","Luvisols"
47,8,-0.028,"3","Switzerland",8,"Estimated","10.1038/nature13809","wheat",NA,"Not reported","Cold and Mesic","Cambisols"
46.8,-71.38,-0.283,"4","Canada",8,"Reported","10.1038/nature13809","barley",NA,"3 year","Cold and Mesic","Podzols"
46.8,-71.38,-0.22,"4","Canada",8,"Reported","10.1038/nature13809","barley",NA,"4 year","Cold and Mesic","Podzols"
46.8,-71.38,0.119,"4","Canada",8,"Reported","10.1038/nature13809","barley",NA,"more than 4 year","Cold and Mesic","Podzols"
46.8,-71.38,-0.078,"4","Canada",8,"Reported","10.1038/nature13809","barley",NA,"3 year","Cold and Mesic","Podzols"
46.8,-71.38,0.119,"4","Canada",8,"Reported","10.1038/nature13809","barley",NA,"4 year","Cold and Mesic","Podzols"
46.8,-71.38,-0.244,"4","Canada",8,"Reported","10.1038/nature13809","barley",NA,"more than 4 year","Cold and Mesic","Podzols"
-22.82,-48.42,-0.324,"4","Brazil",8,"Reported","10.1038/nature13809","soybean",NA,"1 year","Hot and Dry","Ferralsols"
-22.82,-48.42,-0.152,"4","Brazil",8,"Reported","10.1038/nature13809","soybean",NA,"1 year","Hot and Dry","Ferralsols"
-22.82,-48.42,0,"4","Brazil",8,"Reported","10.1038/nature13809","soybean",NA,"1 year","Hot and Dry","Ferralsols"
7.5,3.9,0.093,"3","Nigeria",8,"Reported","10.1038/nature13809","rice",NA,"1 year","Extremely Hot and Xeric","Lixisols"
7.5,3.9,0.034,"3","Nigeria",8,"Reported","10.1038/nature13809","rice",NA,"1 year","Extremely Hot and Xeric","Lixisols"
7.5,3.9,0.202,"3","Nigeria",8,"Reported","10.1038/nature13809","rice",NA,"1 year","Extremely Hot and Xeric","Lixisols"
7.5,3.9,0.058,"3","Nigeria",8,"Reported","10.1038/nature13809","rice",NA,"1 year","Extremely Hot and Xeric","Lixisols"
7.5,3.9,-0.025,"3","Nigeria",8,"Reported","10.1038/nature13809","rice",NA,"1 year","Extremely Hot and Xeric","Lixisols"
7.5,3.9,0.017,"3","Nigeria",8,"Reported","10.1038/nature13809","rice",NA,"1 year","Extremely Hot and Xeric","Lixisols"
7.5,3.9,0.092,"3","Nigeria",8,"Reported","10.1038/nature13809","rice",NA,"1 year","Extremely Hot and Xeric","Lixisols"
7.5,3.9,-0.066,"3","Nigeria",8,"Reported","10.1038/nature13809","rice",NA,"1 year","Extremely Hot and Xeric","Lixisols"
7.5,3.9,-0.068,"3","Nigeria",8,"Reported","10.1038/nature13809","rice",NA,"1 year","Extremely Hot and Xeric","Lixisols"
7.5,3.9,0.082,"6","Nigeria",8,"Reported","10.1038/nature13809","rice",NA,"2 year","Extremely Hot and Xeric","Lixisols"
7.5,3.9,0.164,"6","Nigeria",8,"Reported","10.1038/nature13809","rice",NA,"2 year","Extremely Hot and Xeric","Lixisols"
7.5,3.9,0.006,"6","Nigeria",8,"Reported","10.1038/nature13809","rice",NA,"2 year","Extremely Hot and Xeric","Lixisols"
7.5,3.9,-0.129,"6","Nigeria",8,"Reported","10.1038/nature13809","rice",NA,"2 year","Extremely Hot and Xeric","Lixisols"
7.5,3.9,0.016,"4","Nigeria",8,"Reported","10.1038/nature13809","rice",NA,"1 year","Extremely Hot and Xeric","Lixisols"
7.5,3.9,-0.04,"4","Nigeria",8,"Reported","10.1038/nature13809","rice",NA,"1 year","Extremely Hot and Xeric","Lixisols"
7.5,3.9,-0.046,"4","Nigeria",8,"Reported","10.1038/nature13809","rice",NA,"2 year","Extremely Hot and Xeric","Lixisols"
7.5,3.9,0.048,"4","Nigeria",8,"Reported","10.1038/nature13809","rice",NA,"2 year","Extremely Hot and Xeric","Lixisols"
-34.23,138.3,-0.059,"4","Australia",8,"Reported","10.1038/nature13809","wheat",NA,"1 year","Warm Temperate and Xeric","Luvisols"
-34.23,138.3,0,"4","Australia",8,"Reported","10.1038/nature13809","wheat",NA,"1 year","Warm Temperate and Xeric","Luvisols"
-34.23,138.3,0,"4","Australia",8,"Reported","10.1038/nature13809","wheat",NA,"1 year","Warm Temperate and Xeric","Luvisols"
-34.23,138.3,0.481,"4","Australia",8,"Reported","10.1038/nature13809","wheat",NA,"1 year","Warm Temperate and Xeric","Luvisols"
-33.58,138.75,-0.067,"4","Australia",8,"Reported","10.1038/nature13809","wheat",NA,"1 year","Warm Temperate and Moist","Luvisols"
-30.9,116.72,-0.053,"3","Australia",8,"Reported","10.1038/nature13809","wheat",NA,"1 year","Warm Temperate and Xeric","Arenosols"
-30.9,116.72,-0.057,"3","Australia",8,"Reported","10.1038/nature13809","wheat",NA,"2 year","Warm Temperate and Xeric","Arenosols"
-30.9,116.72,0.037,"3","Australia",8,"Reported","10.1038/nature13809","wheat",NA,"3 year","Warm Temperate and Xeric","Arenosols"
-30.9,116.72,-0.107,"3","Australia",8,"Reported","10.1038/nature13809","wheat",NA,"4 year","Warm Temperate and Xeric","Arenosols"
-30.9,116.72,0.11,"3","Australia",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Warm Temperate and Xeric","Arenosols"
-30.9,116.72,0.207,"3","Australia",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Warm Temperate and Xeric","Arenosols"
-30.9,116.72,-0.118,"3","Australia",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Warm Temperate and Xeric","Arenosols"
-33.58,120.8,0,"4","Australia",8,"Reported","10.1038/nature13809","rapeseed",NA,"1 year","Warm Temperate and Xeric","Solonetz"
-33.58,120.8,0.196,"4","Australia",8,"Reported","10.1038/nature13809","barley",NA,"2 year","Warm Temperate and Xeric","Solonetz"
-33.58,120.8,-0.161,"4","Australia",8,"Reported","10.1038/nature13809","wheat",NA,"4 year","Warm Temperate and Xeric","Solonetz"
-33.58,120.8,-0.05,"4","Australia",8,"Reported","10.1038/nature13809","rapeseed",NA,"1 year","Warm Temperate and Xeric","Solonetz"
-33.58,120.8,-0.078,"4","Australia",8,"Reported","10.1038/nature13809","barley",NA,"2 year","Warm Temperate and Xeric","Solonetz"
-33.58,120.8,0.762,"4","Australia",8,"Reported","10.1038/nature13809","rapeseed",NA,"3 year","Warm Temperate and Xeric","Solonetz"
-33.58,120.8,-0.217,"4","Australia",8,"Reported","10.1038/nature13809","wheat",NA,"4 year","Warm Temperate and Xeric","Solonetz"
-37.75,-58.3,-0.223,"3","Argentina",8,"Reported","10.1038/nature13809","maize",NA,"1 year","Warm Temperate and Moist","Phaeozems"
-37.75,-58.3,-0.057,"3","Argentina",8,"Reported","10.1038/nature13809","maize",NA,"1 year","Warm Temperate and Moist","Phaeozems"
-37.75,-58.3,0.038,"3","Argentina",8,"Reported","10.1038/nature13809","maize",NA,"1 year","Warm Temperate and Moist","Phaeozems"
-37.75,-58.3,0.049,"3","Argentina",8,"Reported","10.1038/nature13809","maize",NA,"1 year","Warm Temperate and Moist","Phaeozems"
37.5,13.52,0.021,"4","Italy",8,"Reported","10.1038/nature13809","chickpea",NA,"1 year","Warm Temperate and Xeric","Luvisols"
37.5,13.52,0.081,"4","Italy",8,"Reported","10.1038/nature13809","bean",NA,"1 year","Warm Temperate and Xeric","Luvisols"
37.5,13.52,0.073,"4","Italy",8,"Reported","10.1038/nature13809","lentil",NA,"1 year","Warm Temperate and Xeric","Luvisols"
37.5,13.52,0.138,"4","Italy",8,"Reported","10.1038/nature13809","pea",NA,"1 year","Warm Temperate and Xeric","Luvisols"
37.5,13.52,0.528,"4","Italy",8,"Reported","10.1038/nature13809","chickpea",NA,"1 year","Warm Temperate and Xeric","Luvisols"
37.5,13.52,0.194,"4","Italy",8,"Reported","10.1038/nature13809","bean",NA,"1 year","Warm Temperate and Xeric","Luvisols"
37.5,13.52,0.379,"4","Italy",8,"Reported","10.1038/nature13809","lentil",NA,"1 year","Warm Temperate and Xeric","Luvisols"
37.5,13.52,0.553,"4","Italy",8,"Reported","10.1038/nature13809","pea",NA,"1 year","Warm Temperate and Xeric","Luvisols"
37.5,13.52,-0.033,"4","Italy",8,"Reported","10.1038/nature13809","chickpea",NA,"1 year","Warm Temperate and Xeric","Luvisols"
37.5,13.52,0.063,"4","Italy",8,"Reported","10.1038/nature13809","bean",NA,"1 year","Warm Temperate and Xeric","Luvisols"
37.5,13.52,0.178,"4","Italy",8,"Reported","10.1038/nature13809","lentil",NA,"1 year","Warm Temperate and Xeric","Luvisols"
37.5,13.52,0.052,"4","Italy",8,"Reported","10.1038/nature13809","pea",NA,"1 year","Warm Temperate and Xeric","Luvisols"
37.5,13.52,-0.072,"4","Italy",8,"Reported","10.1038/nature13809","chickpea",NA,"1 year","Warm Temperate and Xeric","Luvisols"
37.5,13.52,-0.119,"4","Italy",8,"Reported","10.1038/nature13809","bean",NA,"1 year","Warm Temperate and Xeric","Luvisols"
37.5,13.52,-0.124,"4","Italy",8,"Reported","10.1038/nature13809","lentil",NA,"1 year","Warm Temperate and Xeric","Luvisols"
37.5,13.52,-0.146,"4","Italy",8,"Reported","10.1038/nature13809","pea",NA,"1 year","Warm Temperate and Xeric","Luvisols"
45.53,18.73,-0.029,"4","Croatia",8,"Reported","10.1038/nature13809","wheat",NA,"1 year","Cool Temperate and Xeric","Gleysols"
45.53,18.73,-0.113,"4","Croatia",8,"Reported","10.1038/nature13809","wheat",NA,"2 year","Cool Temperate and Xeric","Gleysols"
45.53,18.73,-0.083,"4","Croatia",8,"Reported","10.1038/nature13809","wheat",NA,"3 year","Cool Temperate and Xeric","Gleysols"
28.63,77.15,-0.29,"3","India",8,"Reported","10.1038/nature13809","maize",NA,"3 year","Extremely Hot and Arid","Luvisols"
28.63,77.15,-0.444,"3","India",8,"Reported","10.1038/nature13809","maize",NA,"3 year","Extremely Hot and Arid","Luvisols"
28.63,77.15,-0.131,"3","India",8,"Reported","10.1038/nature13809","mustard",NA,"3 year","Extremely Hot and Arid","Luvisols"
28.63,77.15,-0.185,"3","India",8,"Reported","10.1038/nature13809","mustard",NA,"3 year","Extremely Hot and Arid","Luvisols"
29.85,76.68,-0.016,"3","India",8,"Reported","10.1038/nature13809","rice",NA,"1 year","Extremely Hot and Arid","Solonetz"
29.85,76.68,-0.028,"3","India",8,"Reported","10.1038/nature13809","rice",NA,"2 year","Extremely Hot and Arid","Solonetz"
29.85,76.68,0.079,"3","India",8,"Reported","10.1038/nature13809","wheat",NA,"1 year","Extremely Hot and Arid","Solonetz"
29.85,76.68,0.038,"3","India",8,"Reported","10.1038/nature13809","wheat",NA,"2 year","Extremely Hot and Arid","Solonetz"
29.85,76.68,-0.009,"3","India",8,"Reported","10.1038/nature13809","rice",NA,"1 year","Extremely Hot and Arid","Solonetz"
29.85,76.68,-0.014,"3","India",8,"Reported","10.1038/nature13809","rice",NA,"2 year","Extremely Hot and Arid","Solonetz"
32.53,-83.85,-0.114,"3","United States",8,"Reported","10.1038/nature13809","maize",NA,"1 year","Hot and Dry","Acrisols"
32.53,-83.85,-0.008,"3","United States",8,"Reported","10.1038/nature13809","maize",NA,"2 year","Hot and Dry","Acrisols"
32.53,-83.85,0.66,"3","United States",8,"Reported","10.1038/nature13809","maize",NA,"1 year","Hot and Dry","Acrisols"
32.53,-83.85,0.683,"3","United States",8,"Reported","10.1038/nature13809","maize",NA,"2 year","Hot and Dry","Acrisols"
32.53,-83.85,-0.039,"3","United States",8,"Reported","10.1038/nature13809","maize",NA,"1 year","Hot and Dry","Acrisols"
32.53,-83.85,-0.082,"3","United States",8,"Reported","10.1038/nature13809","maize",NA,"2 year","Hot and Dry","Acrisols"
32.53,-83.85,0.245,"3","United States",8,"Reported","10.1038/nature13809","maize",NA,"1 year","Hot and Dry","Acrisols"
32.53,-83.85,-0.027,"3","United States",8,"Reported","10.1038/nature13809","maize",NA,"2 year","Hot and Dry","Acrisols"
32.12,-82.83,-0.47,"3","United States",8,"Reported","10.1038/nature13809","tomato",NA,"2 year","Hot and Dry","Acrisols"
32.12,-82.83,-0.059,"3","United States",8,"Reported","10.1038/nature13809","tomato",NA,"3 year","Hot and Dry","Acrisols"
32.53,-83.85,-0.022,"3","United States",8,"Reported","10.1038/nature13809","cotton",NA,"1 year","Hot and Dry","Acrisols"
32.53,-83.85,0.515,"3","United States",8,"Reported","10.1038/nature13809","cotton",NA,"1 year","Hot and Dry","Acrisols"
32.53,-83.85,0.274,"3","United States",8,"Reported","10.1038/nature13809","cotton",NA,"1 year","Hot and Dry","Acrisols"
32.53,-83.85,-0.552,"3","United States",8,"Reported","10.1038/nature13809","cotton",NA,"3 year","Hot and Dry","Acrisols"
32.53,-83.85,-0.58,"3","United States",8,"Reported","10.1038/nature13809","cotton",NA,"3 year","Hot and Dry","Acrisols"
32.53,-83.85,-0.353,"3","United States",8,"Reported","10.1038/nature13809","cotton",NA,"3 year","Hot and Dry","Acrisols"
32.53,-83.85,-0.436,"3","United States",8,"Reported","10.1038/nature13809","sorghum",NA,"2 year","Hot and Dry","Acrisols"
48.55,-104.83,0.062,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"1 year","Cool Temperate and Dry","Kastanozems"
48.55,-104.83,0.473,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"2 year","Cool Temperate and Dry","Kastanozems"
48.55,-104.83,0.317,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
48.55,-104.83,0.133,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
48.55,-104.83,0.421,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
48.55,-104.83,0.576,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
48.55,-104.83,0.303,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
48.55,-104.83,-0.069,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
48.55,-104.83,-0.094,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
48.55,-104.83,0.022,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
48.55,-104.83,0.361,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
48.55,-104.83,0,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
48.55,-104.83,-0.018,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"3 year","Cool Temperate and Dry","Kastanozems"
48.55,-104.83,0.014,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"4 year","Cool Temperate and Dry","Kastanozems"
48.55,-104.83,0.089,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
48.55,-104.83,0.052,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
48.55,-104.83,0.229,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
48.55,-104.83,0.079,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
48.55,-104.83,0.124,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
48.55,-104.83,0.168,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
48.55,-104.83,0.122,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
7.33,3.83,-0.422,"3","Nigeria",8,"Reported","10.1038/nature13809","pepper",NA,"1 year","Extremely Hot and Xeric","Lixisols"
7.33,3.83,-0.609,"3","Nigeria",8,"Reported","10.1038/nature13809","pepper",NA,"1 year","Extremely Hot and Xeric","Lixisols"
7.33,3.83,-0.212,"3","Nigeria",8,"Reported","10.1038/nature13809","pepper",NA,"1 year","Extremely Hot and Xeric","Lixisols"
26.82,-81.02,-0.039,"6","United States",8,"Reported","10.1038/nature13809","sugarcane",NA,"1 year","Hot and Mesic","Leptosols"
26.82,-81.02,-0.046,"12","United States",8,"Reported","10.1038/nature13809","sugarcane",NA,"1 year","Hot and Mesic","Leptosols"
-15.78,-47.89,0.081,"4","Brazil",8,"Reported","10.1038/nature13809","soybean",NA,"1 year","Hot and Dry","Ferralsols"
-15.78,-47.89,-0.054,"4","Brazil",8,"Reported","10.1038/nature13809","soybean",NA,"1 year","Hot and Dry","Ferralsols"
-15.78,-47.89,0.113,"4","Brazil",8,"Reported","10.1038/nature13809","soybean",NA,"1 year","Hot and Dry","Ferralsols"
-15.78,-47.89,-0.051,"4","Brazil",8,"Reported","10.1038/nature13809","soybean",NA,"1 year","Hot and Dry","Ferralsols"
29,79.48,-0.133,"3","India",8,"Reported","10.1038/nature13809","maize",NA,"1 year","Extremely Hot and Moist","Cambisols"
29,79.48,-0.258,"3","India",8,"Reported","10.1038/nature13809","maize",NA,"2 year","Extremely Hot and Moist","Cambisols"
26.78,94.2,-0.453,"3","India",8,"Reported","10.1038/nature13809","wheat",NA,"1 year","Hot and Mesic","Acrisols"
26.78,94.2,-0.381,"3","India",8,"Reported","10.1038/nature13809","wheat",NA,"1 year","Hot and Mesic","Acrisols"
37.2,-80.56,0,"2","United States",8,"Reported","10.1038/nature13809","broccoli",NA,"1 year","Cool Temperate and Moist","Luvisols"
37.2,-80.56,-0.141,"4","United States",8,"Reported","10.1038/nature13809","broccoli",NA,"1 year","Cool Temperate and Moist","Luvisols"
47.17,-118.31,-0.056,"4","United States",8,"Reported","10.1038/nature13809","barley",NA,"1 year","Cool Temperate and Dry","Kastanozems"
47.17,-118.31,-0.176,"4","United States",8,"Reported","10.1038/nature13809","barley",NA,"1 year","Cool Temperate and Dry","Kastanozems"
47.17,-118.31,0.17,"4","United States",8,"Reported","10.1038/nature13809","barley",NA,"2 year","Cool Temperate and Dry","Kastanozems"
47.17,-118.31,0.155,"4","United States",8,"Reported","10.1038/nature13809","barley",NA,"2 year","Cool Temperate and Dry","Kastanozems"
38.47,-101.77,-0.028,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"1 year","Cool Temperate and Xeric","Kastanozems"
38.47,-101.77,-0.027,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"2 year","Cool Temperate and Xeric","Kastanozems"
38.47,-101.77,-0.062,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"3 year","Cool Temperate and Xeric","Kastanozems"
38.47,-101.77,0.106,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"4 year","Cool Temperate and Xeric","Kastanozems"
38.47,-101.77,-0.041,"4","United States",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Xeric","Kastanozems"
38.47,-101.77,0.077,"4","United States",8,"Reported","10.1038/nature13809","sorghum",NA,"1 year","Cool Temperate and Xeric","Kastanozems"
38.47,-101.77,0.087,"4","United States",8,"Reported","10.1038/nature13809","sorghum",NA,"2 year","Cool Temperate and Xeric","Kastanozems"
38.47,-101.77,0.072,"4","United States",8,"Reported","10.1038/nature13809","sorghum",NA,"3 year","Cool Temperate and Xeric","Kastanozems"
38.47,-101.77,0.194,"4","United States",8,"Reported","10.1038/nature13809","sorghum",NA,"4 year","Cool Temperate and Xeric","Kastanozems"
38.47,-101.77,1.269,"4","United States",8,"Reported","10.1038/nature13809","sorghum",NA,"more than 4 year","Cool Temperate and Xeric","Kastanozems"
38,-97,0.012,"4","United States",8,"Estimated","10.1038/nature13809","maize",NA,"1 year","Warm Temperate and Moist","Kastanozems"
38,-97,-0.114,"4","United States",8,"Estimated","10.1038/nature13809","maize",NA,"1 year","Warm Temperate and Moist","Kastanozems"
38,-97,-0.07,"4","United States",8,"Estimated","10.1038/nature13809","maize",NA,"1 year","Warm Temperate and Moist","Kastanozems"
38,-97,-0.012,"4","United States",8,"Estimated","10.1038/nature13809","maize",NA,"1 year","Warm Temperate and Moist","Kastanozems"
38,-97,-0.201,"4","United States",8,"Estimated","10.1038/nature13809","maize",NA,"1 year","Warm Temperate and Moist","Kastanozems"
38,-97,-0.045,"4","United States",8,"Estimated","10.1038/nature13809","maize",NA,"1 year","Warm Temperate and Moist","Kastanozems"
38,-97,-0.004,"4","United States",8,"Estimated","10.1038/nature13809","maize",NA,"1 year","Warm Temperate and Moist","Kastanozems"
38,-97,-0.196,"4","United States",8,"Estimated","10.1038/nature13809","maize",NA,"1 year","Warm Temperate and Moist","Kastanozems"
38,-97,-0.084,"4","United States",8,"Estimated","10.1038/nature13809","maize",NA,"2 year","Warm Temperate and Moist","Kastanozems"
38,-97,-0.077,"4","United States",8,"Estimated","10.1038/nature13809","sorghum",NA,"1 year","Warm Temperate and Moist","Kastanozems"
38,-97,0.02,"4","United States",8,"Estimated","10.1038/nature13809","sorghum",NA,"3 year","Warm Temperate and Moist","Kastanozems"
38,-97,-0.154,"4","United States",8,"Estimated","10.1038/nature13809","wheat",NA,"2 year","Warm Temperate and Moist","Kastanozems"
50.29,-107.79,0.002,"4","Canada",8,"Reported","10.1038/nature13809","wheat",NA,"1 year","Cool Temperate and Dry","Kastanozems"
50.29,-107.79,-0.169,"4","Canada",8,"Reported","10.1038/nature13809","wheat",NA,"2 year","Cool Temperate and Dry","Kastanozems"
50.29,-107.79,-0.473,"4","Canada",8,"Reported","10.1038/nature13809","wheat",NA,"3 year","Cool Temperate and Dry","Kastanozems"
50.29,-107.79,-0.318,"4","Canada",8,"Reported","10.1038/nature13809","wheat",NA,"4 year","Cool Temperate and Dry","Kastanozems"
50.29,-107.79,-0.006,"4","Canada",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
50.29,-107.79,0.144,"4","Canada",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
50.29,-107.79,0.227,"4","Canada",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
50.29,-107.79,0.143,"4","Canada",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
50.29,-107.79,0.051,"4","Canada",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
50.29,-107.79,-0.002,"4","Canada",8,"Reported","10.1038/nature13809","wheat",NA,"more than 4 year","Cool Temperate and Dry","Kastanozems"
37.88,40.27,0.131,"3","Turkey",8,"Reported","10.1038/nature13809","sunflower",NA,"1 year","Warm Temperate and Xeric","Calcisols"
37.88,40.27,0.02,"3","Turkey",8,"Reported","10.1038/nature13809","sunflower",NA,"2 year","Warm Temperate and Xeric","Calcisols"
37.88,40.27,-0.162,"3","Turkey",8,"Reported","10.1038/nature13809","maize",NA,"1 year","Warm Temperate and Xeric","Calcisols"
37.88,40.27,-0.128,"3","Turkey",8,"Reported","10.1038/nature13809","maize",NA,"2 year","Warm Temperate and Xeric","Calcisols"
41.55,-99.87,-0.13,"4","United States",8,"Reported","10.1038/nature13809","maize",NA,"1 year","Cool Temperate and Xeric","Kastanozems"
41.55,-99.87,-0.167,"4","United States",8,"Reported","10.1038/nature13809","maize",NA,"1 year","Cool Temperate and Xeric","Kastanozems"
41.55,-99.87,-0.074,"4","United States",8,"Reported","10.1038/nature13809","maize",NA,"1 year","Cool Temperate and Xeric","Kastanozems"
